age,gender,skinColor,aspectOfHand,imageName,jewelry_preferences
27,male,fair,palmar left,Hand_0000069.jpg,diamond
27,male,fair,dorsal left,Hand_0000070.jpg,diamond
27,male,fair,dorsal left,Hand_0000071.jpg,diamond
27,male,fair,dorsal left,Hand_0000072.jpg,diamond
27,male,fair,dorsal left,Hand_0000073.jpg,diamond
27,male,fair,dorsal left,Hand_0000074.jpg,diamond
27,male,fair,dorsal left,Hand_0000075.jpg,diamond
27,male,fair,dorsal left,Hand_0000076.jpg,diamond
27,male,fair,dorsal left,Hand_0000077.jpg,diamond
27,male,fair,dorsal left,Hand_0000078.jpg,diamond
27,male,fair,dorsal left,Hand_0000079.jpg,diamond
20,female,dark,dorsal right,Hand_0000080.jpg,gold
20,female,dark,dorsal right,Hand_0000081.jpg,gold
20,female,dark,dorsal right,Hand_0000082.jpg,gold
20,female,dark,dorsal right,Hand_0000083.jpg,gold
20,female,dark,dorsal right,Hand_0000084.jpg,gold
20,female,dark,palmar right,Hand_0000085.jpg,gold
20,female,dark,palmar right,Hand_0000086.jpg,gold
20,female,dark,palmar right,Hand_0000087.jpg,gold
20,female,dark,palmar right,Hand_0000088.jpg,gold
20,female,dark,palmar right,Hand_0000089.jpg,gold
20,female,dark,palmar right,Hand_0000090.jpg,gold
20,female,dark,dorsal left,Hand_0000091.jpg,gold
20,female,dark,dorsal left,Hand_0000092.jpg,gold
20,female,dark,dorsal left,Hand_0000093.jpg,gold
20,female,dark,dorsal left,Hand_0000094.jpg,gold
20,female,dark,dorsal left,Hand_0000095.jpg,gold
20,female,dark,dorsal left,Hand_0000096.jpg,gold
20,female,dark,dorsal left,Hand_0000097.jpg,gold
20,female,dark,palmar left,Hand_0000100.jpg,gold
20,female,dark,palmar left,Hand_0000101.jpg,gold
20,female,dark,palmar left,Hand_0000102.jpg,gold
20,female,dark,palmar left,Hand_0000103.jpg,gold
20,female,dark,palmar left,Hand_0000104.jpg,gold
20,female,dark,palmar left,Hand_0000105.jpg,gold
20,female,dark,palmar left,Hand_0000106.jpg,gold
20,female,dark,palmar left,Hand_0000107.jpg,gold
20,female,dark,dorsal right,Hand_0000108.jpg,gold
20,female,dark,dorsal right,Hand_0000109.jpg,gold
20,female,dark,dorsal right,Hand_0000111.jpg,gold
20,female,dark,dorsal right,Hand_0000112.jpg,gold
20,female,dark,palmar right,Hand_0000113.jpg,gold
20,female,dark,palmar right,Hand_0000114.jpg,gold
20,female,dark,palmar right,Hand_0000115.jpg,gold
20,female,dark,palmar right,Hand_0000116.jpg,gold
20,female,dark,palmar right,Hand_0000117.jpg,gold
20,female,dark,palmar right,Hand_0000118.jpg,gold
20,female,dark,dorsal left,Hand_0000122.jpg,gold
20,female,dark,dorsal left,Hand_0000123.jpg,gold
20,female,dark,palmar left,Hand_0000124.jpg,gold
20,female,dark,palmar left,Hand_0000125.jpg,gold
21,female,medium,dorsal right,Hand_0000132.jpg,platinum
21,female,medium,dorsal right,Hand_0000133.jpg,platinum
21,female,medium,dorsal right,Hand_0000134.jpg,platinum
21,female,medium,dorsal right,Hand_0000135.jpg,platinum
21,female,medium,palmar right,Hand_0000140.jpg,platinum
21,female,medium,palmar right,Hand_0000141.jpg,platinum
21,female,medium,palmar right,Hand_0000142.jpg,platinum
21,female,medium,palmar right,Hand_0000143.jpg,platinum
21,female,medium,dorsal left,Hand_0000144.jpg,platinum
21,female,medium,dorsal left,Hand_0000145.jpg,platinum
21,female,medium,dorsal left,Hand_0000146.jpg,platinum
21,female,medium,dorsal left,Hand_0000147.jpg,platinum
21,female,medium,palmar left,Hand_0000148.jpg,platinum
21,female,medium,palmar left,Hand_0000153.jpg,platinum
20,female,medium,dorsal left,Hand_0000156.jpg,platinum
20,female,medium,dorsal left,Hand_0000157.jpg,platinum
20,female,medium,dorsal left,Hand_0000158.jpg,platinum
20,female,medium,dorsal left,Hand_0000159.jpg,platinum
20,female,medium,dorsal left,Hand_0000160.jpg,platinum
20,female,medium,palmar left,Hand_0000161.jpg,platinum
20,female,medium,palmar left,Hand_0000162.jpg,platinum
20,female,medium,palmar left,Hand_0000163.jpg,platinum
20,female,medium,palmar left,Hand_0000164.jpg,platinum
20,female,medium,palmar left,Hand_0000165.jpg,platinum
20,female,medium,dorsal right,Hand_0000166.jpg,platinum
20,female,medium,dorsal right,Hand_0000167.jpg,platinum
20,female,medium,dorsal right,Hand_0000169.jpg,platinum
20,female,medium,dorsal right,Hand_0000170.jpg,platinum
20,female,medium,palmar right,Hand_0000171.jpg,platinum
20,female,medium,palmar right,Hand_0000173.jpg,platinum
20,female,medium,palmar right,Hand_0000174.jpg,platinum
20,female,medium,palmar right,Hand_0000175.jpg,platinum
20,female,medium,palmar right,Hand_0000176.jpg,platinum
20,female,medium,palmar right,Hand_0000177.jpg,platinum
20,female,fair,dorsal right,Hand_0000178.jpg,diamond
20,female,fair,dorsal right,Hand_0000179.jpg,diamond
20,female,fair,dorsal right,Hand_0000180.jpg,diamond
20,female,fair,dorsal right,Hand_0000182.jpg,diamond
20,female,fair,dorsal right,Hand_0000183.jpg,diamond
20,female,fair,palmar right,Hand_0000184.jpg,diamond
20,female,fair,palmar right,Hand_0000185.jpg,diamond
20,female,fair,palmar right,Hand_0000186.jpg,diamond
20,female,fair,palmar right,Hand_0000187.jpg,diamond
20,female,fair,dorsal left,Hand_0000195.jpg,diamond
20,female,fair,dorsal left,Hand_0000196.jpg,diamond
20,female,fair,dorsal left,Hand_0000197.jpg,diamond
20,female,fair,dorsal left,Hand_0000198.jpg,diamond
20,female,fair,palmar left,Hand_0000199.jpg,diamond
20,female,fair,palmar left,Hand_0000200.jpg,diamond
20,female,fair,palmar left,Hand_0000201.jpg,diamond
20,female,fair,palmar left,Hand_0000202.jpg,diamond
20,female,medium,dorsal left,Hand_0000203.jpg,platinum
20,female,medium,dorsal left,Hand_0000204.jpg,platinum
20,female,medium,dorsal left,Hand_0000205.jpg,platinum
20,female,medium,dorsal left,Hand_0000206.jpg,platinum
20,female,medium,dorsal left,Hand_0000207.jpg,platinum
20,female,medium,dorsal left,Hand_0000208.jpg,platinum
20,female,medium,dorsal left,Hand_0000209.jpg,platinum
20,female,medium,dorsal left,Hand_0000210.jpg,platinum
20,female,medium,palmar left,Hand_0000211.jpg,platinum
20,female,medium,palmar left,Hand_0000212.jpg,platinum
20,female,medium,palmar left,Hand_0000213.jpg,platinum
20,female,medium,palmar left,Hand_0000214.jpg,platinum
20,female,medium,palmar left,Hand_0000215.jpg,platinum
20,female,medium,palmar left,Hand_0000216.jpg,platinum
20,female,medium,dorsal left,Hand_0000217.jpg,platinum
20,female,medium,dorsal left,Hand_0000218.jpg,platinum
20,female,medium,dorsal left,Hand_0000219.jpg,platinum
20,female,medium,dorsal left,Hand_0000220.jpg,platinum
20,female,medium,dorsal left,Hand_0000221.jpg,platinum
20,female,medium,palmar left,Hand_0000223.jpg,platinum
20,female,medium,palmar left,Hand_0000224.jpg,platinum
20,female,medium,palmar left,Hand_0000225.jpg,platinum
20,female,medium,palmar left,Hand_0000226.jpg,platinum
20,female,medium,dorsal right,Hand_0000227.jpg,platinum
20,female,medium,dorsal right,Hand_0000228.jpg,platinum
20,female,medium,dorsal right,Hand_0000229.jpg,platinum
20,female,medium,dorsal right,Hand_0000230.jpg,platinum
20,female,medium,dorsal right,Hand_0000231.jpg,platinum
20,female,medium,palmar right,Hand_0000232.jpg,platinum
20,female,medium,palmar right,Hand_0000233.jpg,platinum
20,female,medium,palmar right,Hand_0000234.jpg,platinum
20,female,medium,palmar right,Hand_0000235.jpg,platinum
21,female,medium,dorsal right,Hand_0000236.jpg,platinum
21,female,medium,dorsal right,Hand_0000237.jpg,platinum
21,female,medium,dorsal right,Hand_0000238.jpg,platinum
21,female,medium,dorsal right,Hand_0000239.jpg,platinum
21,female,medium,dorsal right,Hand_0000240.jpg,platinum
21,female,medium,dorsal right,Hand_0000241.jpg,platinum
21,female,medium,dorsal right,Hand_0000242.jpg,platinum
21,female,medium,palmar right,Hand_0000243.jpg,platinum
21,female,medium,palmar right,Hand_0000244.jpg,platinum
21,female,medium,palmar right,Hand_0000245.jpg,platinum
21,female,medium,palmar right,Hand_0000246.jpg,platinum
21,female,medium,dorsal left,Hand_0000248.jpg,platinum
21,female,medium,dorsal left,Hand_0000249.jpg,platinum
21,female,medium,dorsal left,Hand_0000250.jpg,platinum
21,female,medium,dorsal left,Hand_0000251.jpg,platinum
21,female,medium,dorsal left,Hand_0000252.jpg,platinum
21,female,medium,palmar left,Hand_0000253.jpg,platinum
21,female,medium,palmar left,Hand_0000254.jpg,platinum
21,female,medium,palmar left,Hand_0000255.jpg,platinum
21,female,medium,palmar left,Hand_0000256.jpg,platinum
21,female,medium,palmar left,Hand_0000257.jpg,platinum
21,female,medium,palmar left,Hand_0000258.jpg,platinum
20,female,dark,dorsal right,Hand_0000259.jpg,gold
20,female,dark,dorsal right,Hand_0000260.jpg,gold
20,female,dark,dorsal right,Hand_0000261.jpg,gold
20,female,dark,dorsal right,Hand_0000262.jpg,gold
20,female,dark,dorsal right,Hand_0000263.jpg,gold
20,female,dark,dorsal right,Hand_0000264.jpg,gold
20,female,dark,dorsal right,Hand_0000265.jpg,gold
20,female,dark,palmar right,Hand_0000266.jpg,gold
20,female,dark,palmar right,Hand_0000267.jpg,gold
20,female,dark,palmar right,Hand_0000268.jpg,gold
20,female,dark,palmar right,Hand_0000269.jpg,gold
20,female,dark,palmar right,Hand_0000270.jpg,gold
20,female,dark,palmar right,Hand_0000271.jpg,gold
20,female,dark,dorsal left,Hand_0000272.jpg,gold
20,female,dark,dorsal left,Hand_0000273.jpg,gold
20,female,dark,dorsal left,Hand_0000275.jpg,gold
20,female,dark,dorsal left,Hand_0000276.jpg,gold
20,female,dark,dorsal left,Hand_0000277.jpg,gold
20,female,dark,dorsal left,Hand_0000278.jpg,gold
20,female,dark,palmar left,Hand_0000281.jpg,gold
20,female,dark,palmar left,Hand_0000282.jpg,gold
20,female,dark,palmar left,Hand_0000283.jpg,gold
20,female,dark,palmar left,Hand_0000284.jpg,gold
20,female,dark,palmar left,Hand_0000285.jpg,gold
21,female,medium,dorsal right,Hand_0000286.jpg,platinum
21,female,medium,dorsal right,Hand_0000287.jpg,platinum
21,female,medium,dorsal right,Hand_0000288.jpg,platinum
21,female,medium,dorsal right,Hand_0000289.jpg,platinum
21,female,medium,dorsal right,Hand_0000290.jpg,platinum
21,female,medium,palmar right,Hand_0000291.jpg,platinum
21,female,medium,palmar right,Hand_0000292.jpg,platinum
21,female,medium,palmar right,Hand_0000293.jpg,platinum
21,female,medium,palmar right,Hand_0000295.jpg,platinum
21,female,medium,dorsal left,Hand_0000296.jpg,platinum
21,female,medium,dorsal left,Hand_0000297.jpg,platinum
21,female,medium,dorsal left,Hand_0000298.jpg,platinum
21,female,medium,dorsal left,Hand_0000299.jpg,platinum
21,female,medium,dorsal left,Hand_0000300.jpg,platinum
21,female,medium,palmar left,Hand_0000302.jpg,platinum
21,female,medium,palmar left,Hand_0000303.jpg,platinum
21,female,medium,palmar left,Hand_0000304.jpg,platinum
21,female,medium,palmar left,Hand_0000305.jpg,platinum
21,female,fair,dorsal right,Hand_0000306.jpg,diamond
21,female,fair,dorsal right,Hand_0000307.jpg,diamond
21,female,fair,dorsal right,Hand_0000308.jpg,diamond
21,female,fair,dorsal right,Hand_0000309.jpg,diamond
21,female,fair,dorsal right,Hand_0000310.jpg,diamond
21,female,fair,dorsal right,Hand_0000311.jpg,diamond
21,female,fair,dorsal right,Hand_0000312.jpg,diamond
21,female,fair,dorsal right,Hand_0000314.jpg,diamond
21,female,fair,palmar right,Hand_0000315.jpg,diamond
21,female,fair,palmar right,Hand_0000316.jpg,diamond
21,female,fair,palmar right,Hand_0000317.jpg,diamond
21,female,fair,palmar right,Hand_0000318.jpg,diamond
21,female,fair,palmar right,Hand_0000319.jpg,diamond
21,female,fair,palmar right,Hand_0000320.jpg,diamond
21,female,fair,palmar right,Hand_0000321.jpg,diamond
21,female,fair,dorsal left,Hand_0000322.jpg,diamond
21,female,fair,dorsal left,Hand_0000323.jpg,diamond
21,female,fair,dorsal left,Hand_0000324.jpg,diamond
21,female,fair,dorsal left,Hand_0000325.jpg,diamond
21,female,fair,dorsal left,Hand_0000326.jpg,diamond
21,female,fair,dorsal left,Hand_0000327.jpg,diamond
21,female,fair,dorsal left,Hand_0000328.jpg,diamond
21,female,fair,palmar left,Hand_0000329.jpg,diamond
21,female,fair,palmar left,Hand_0000330.jpg,diamond
21,female,fair,palmar left,Hand_0000331.jpg,diamond
21,female,fair,palmar left,Hand_0000332.jpg,diamond
21,female,fair,palmar left,Hand_0000333.jpg,diamond
20,female,fair,palmar left,Hand_0000345.jpg,diamond
20,female,fair,palmar left,Hand_0000346.jpg,diamond
20,female,fair,palmar left,Hand_0000347.jpg,diamond
20,female,fair,palmar left,Hand_0000348.jpg,diamond
20,female,fair,palmar left,Hand_0000349.jpg,diamond
20,female,fair,palmar left,Hand_0000350.jpg,diamond
20,female,fair,palmar left,Hand_0000351.jpg,diamond
20,female,fair,dorsal left,Hand_0000372.jpg,diamond
20,female,fair,dorsal left,Hand_0000373.jpg,diamond
20,female,fair,dorsal left,Hand_0000374.jpg,diamond
20,female,fair,dorsal left,Hand_0000375.jpg,diamond
20,female,fair,dorsal left,Hand_0000376.jpg,diamond
20,female,fair,dorsal left,Hand_0000377.jpg,diamond
20,female,fair,dorsal left,Hand_0000378.jpg,diamond
20,female,fair,palmar left,Hand_0000381.jpg,diamond
20,female,fair,palmar left,Hand_0000382.jpg,diamond
20,female,fair,palmar left,Hand_0000383.jpg,diamond
20,female,fair,palmar left,Hand_0000384.jpg,diamond
20,female,fair,palmar right,Hand_0000385.jpg,diamond
20,female,fair,palmar right,Hand_0000386.jpg,diamond
20,female,fair,palmar right,Hand_0000387.jpg,diamond
20,female,fair,palmar right,Hand_0000388.jpg,diamond
20,female,fair,palmar right,Hand_0000389.jpg,diamond
20,female,fair,dorsal right,Hand_0000390.jpg,diamond
20,female,fair,dorsal right,Hand_0000391.jpg,diamond
20,female,fair,dorsal right,Hand_0000392.jpg,diamond
20,female,fair,dorsal right,Hand_0000393.jpg,diamond
20,female,fair,dorsal right,Hand_0000394.jpg,diamond
20,female,fair,dorsal right,Hand_0000395.jpg,diamond
20,female,fair,dorsal right,Hand_0000396.jpg,diamond
20,female,medium,dorsal left,Hand_0000397.jpg,platinum
20,female,medium,dorsal left,Hand_0000398.jpg,platinum
20,female,medium,dorsal left,Hand_0000399.jpg,platinum
20,female,medium,dorsal left,Hand_0000400.jpg,platinum
20,female,medium,dorsal left,Hand_0000401.jpg,platinum
20,female,medium,dorsal left,Hand_0000402.jpg,platinum
20,female,medium,dorsal left,Hand_0000403.jpg,platinum
20,female,medium,dorsal left,Hand_0000404.jpg,platinum
20,female,medium,dorsal left,Hand_0000405.jpg,platinum
20,female,medium,dorsal left,Hand_0000406.jpg,platinum
20,female,medium,dorsal left,Hand_0000407.jpg,platinum
20,female,medium,dorsal left,Hand_0000408.jpg,platinum
20,female,medium,palmar left,Hand_0000410.jpg,platinum
20,female,medium,palmar left,Hand_0000411.jpg,platinum
20,female,medium,palmar left,Hand_0000412.jpg,platinum
20,female,medium,palmar left,Hand_0000413.jpg,platinum
20,female,medium,palmar left,Hand_0000414.jpg,platinum
20,female,medium,palmar left,Hand_0000415.jpg,platinum
20,female,medium,dorsal left,Hand_0000416.jpg,platinum
20,female,medium,dorsal left,Hand_0000417.jpg,platinum
20,female,medium,dorsal left,Hand_0000418.jpg,platinum
20,female,medium,dorsal left,Hand_0000419.jpg,platinum
20,female,medium,dorsal left,Hand_0000420.jpg,platinum
20,female,medium,dorsal left,Hand_0000421.jpg,platinum
20,female,medium,palmar left,Hand_0000422.jpg,platinum
20,female,medium,palmar left,Hand_0000423.jpg,platinum
20,female,medium,palmar left,Hand_0000424.jpg,platinum
20,female,medium,palmar left,Hand_0000425.jpg,platinum
20,female,medium,palmar left,Hand_0000426.jpg,platinum
20,female,medium,dorsal right,Hand_0000427.jpg,platinum
20,female,medium,dorsal right,Hand_0000428.jpg,platinum
20,female,medium,dorsal right,Hand_0000429.jpg,platinum
20,female,medium,dorsal right,Hand_0000430.jpg,platinum
20,female,medium,dorsal right,Hand_0000431.jpg,platinum
20,female,medium,dorsal right,Hand_0000432.jpg,platinum
20,female,medium,dorsal right,Hand_0000433.jpg,platinum
20,female,medium,palmar right,Hand_0000437.jpg,platinum
20,female,medium,palmar right,Hand_0000438.jpg,platinum
20,female,medium,palmar right,Hand_0000439.jpg,platinum
20,female,medium,palmar right,Hand_0000440.jpg,platinum
20,female,medium,palmar right,Hand_0000441.jpg,platinum
20,female,medium,palmar right,Hand_0000442.jpg,platinum
20,female,medium,dorsal right,Hand_0000443.jpg,platinum
20,female,medium,dorsal right,Hand_0000444.jpg,platinum
20,female,medium,dorsal right,Hand_0000445.jpg,platinum
20,female,medium,dorsal right,Hand_0000446.jpg,platinum
20,female,medium,dorsal right,Hand_0000447.jpg,platinum
20,female,medium,dorsal right,Hand_0000448.jpg,platinum
20,female,medium,palmar right,Hand_0000449.jpg,platinum
20,female,medium,palmar right,Hand_0000450.jpg,platinum
20,female,medium,palmar right,Hand_0000451.jpg,platinum
20,female,medium,palmar right,Hand_0000452.jpg,platinum
20,female,medium,palmar right,Hand_0000454.jpg,platinum
20,female,medium,palmar right,Hand_0000455.jpg,platinum
20,female,medium,palmar right,Hand_0000456.jpg,platinum
20,female,medium,palmar right,Hand_0000457.jpg,platinum
20,female,medium,palmar right,Hand_0000458.jpg,platinum
20,female,medium,dorsal right,Hand_0000459.jpg,platinum
20,female,medium,dorsal right,Hand_0000460.jpg,platinum
20,female,medium,dorsal right,Hand_0000461.jpg,platinum
20,female,medium,dorsal right,Hand_0000462.jpg,platinum
20,female,medium,dorsal right,Hand_0000463.jpg,platinum
20,female,medium,dorsal right,Hand_0000465.jpg,platinum
20,female,medium,dorsal right,Hand_0000472.jpg,platinum
20,female,medium,dorsal right,Hand_0000473.jpg,platinum
20,female,medium,dorsal left,Hand_0000482.jpg,platinum
20,female,medium,dorsal left,Hand_0000483.jpg,platinum
20,female,medium,dorsal left,Hand_0000484.jpg,platinum
20,female,medium,dorsal left,Hand_0000485.jpg,platinum
20,female,medium,dorsal left,Hand_0000486.jpg,platinum
20,female,medium,palmar left,Hand_0000488.jpg,platinum
20,female,medium,palmar left,Hand_0000490.jpg,platinum
20,female,medium,palmar left,Hand_0000491.jpg,platinum
20,female,medium,palmar left,Hand_0000492.jpg,platinum
20,female,medium,palmar left,Hand_0000493.jpg,platinum
20,female,medium,dorsal left,Hand_0000494.jpg,platinum
20,female,medium,dorsal left,Hand_0000495.jpg,platinum
20,female,medium,dorsal left,Hand_0000496.jpg,platinum
20,female,medium,dorsal left,Hand_0000497.jpg,platinum
20,female,medium,dorsal left,Hand_0000498.jpg,platinum
20,female,medium,dorsal left,Hand_0000499.jpg,platinum
20,female,medium,palmar left,Hand_0000500.jpg,platinum
20,female,medium,palmar left,Hand_0000501.jpg,platinum
20,female,medium,palmar left,Hand_0000502.jpg,platinum
20,female,medium,palmar left,Hand_0000503.jpg,platinum
20,female,medium,palmar left,Hand_0000504.jpg,platinum
20,female,medium,palmar left,Hand_0000505.jpg,platinum
20,female,medium,dorsal right,Hand_0000507.jpg,platinum
20,female,medium,dorsal right,Hand_0000508.jpg,platinum
20,female,medium,dorsal right,Hand_0000509.jpg,platinum
20,female,medium,dorsal right,Hand_0000510.jpg,platinum
20,female,medium,dorsal right,Hand_0000511.jpg,platinum
20,female,medium,dorsal right,Hand_0000512.jpg,platinum
20,female,medium,palmar right,Hand_0000513.jpg,platinum
20,female,medium,palmar right,Hand_0000514.jpg,platinum
20,female,medium,palmar right,Hand_0000515.jpg,platinum
20,female,medium,palmar right,Hand_0000516.jpg,platinum
20,female,medium,palmar right,Hand_0000517.jpg,platinum
20,female,medium,dorsal left,Hand_0000518.jpg,platinum
20,female,medium,dorsal left,Hand_0000519.jpg,platinum
20,female,medium,dorsal left,Hand_0000520.jpg,platinum
20,female,medium,dorsal left,Hand_0000521.jpg,platinum
20,female,medium,dorsal left,Hand_0000522.jpg,platinum
20,female,medium,dorsal left,Hand_0000523.jpg,platinum
20,female,medium,dorsal left,Hand_0000524.jpg,platinum
20,female,medium,dorsal left,Hand_0000525.jpg,platinum
20,female,medium,dorsal left,Hand_0000526.jpg,platinum
20,female,medium,dorsal left,Hand_0000528.jpg,platinum
20,female,medium,dorsal left,Hand_0000529.jpg,platinum
20,female,medium,palmar left,Hand_0000530.jpg,platinum
20,female,medium,palmar left,Hand_0000532.jpg,platinum
20,female,medium,palmar left,Hand_0000538.jpg,platinum
20,female,medium,palmar left,Hand_0000539.jpg,platinum
20,female,medium,palmar left,Hand_0000540.jpg,platinum
20,female,medium,palmar left,Hand_0000541.jpg,platinum
20,female,medium,palmar left,Hand_0000542.jpg,platinum
20,female,medium,palmar left,Hand_0000543.jpg,platinum
20,female,medium,dorsal right,Hand_0000545.jpg,platinum
20,female,medium,dorsal right,Hand_0000546.jpg,platinum
20,female,medium,dorsal right,Hand_0000547.jpg,platinum
20,female,medium,dorsal right,Hand_0000548.jpg,platinum
20,female,medium,dorsal right,Hand_0000549.jpg,platinum
20,female,medium,dorsal right,Hand_0000550.jpg,platinum
20,female,medium,dorsal right,Hand_0000551.jpg,platinum
20,female,medium,palmar right,Hand_0000552.jpg,platinum
20,female,medium,palmar right,Hand_0000553.jpg,platinum
20,female,medium,palmar right,Hand_0000554.jpg,platinum
20,female,medium,palmar right,Hand_0000555.jpg,platinum
20,female,medium,palmar right,Hand_0000556.jpg,platinum
21,female,medium,dorsal right,Hand_0000559.jpg,platinum
21,female,medium,dorsal right,Hand_0000560.jpg,platinum
21,female,medium,dorsal right,Hand_0000561.jpg,platinum
21,female,medium,dorsal right,Hand_0000562.jpg,platinum
21,female,medium,dorsal right,Hand_0000563.jpg,platinum
21,female,medium,dorsal right,Hand_0000564.jpg,platinum
21,female,medium,palmar right,Hand_0000565.jpg,platinum
21,female,medium,palmar right,Hand_0000566.jpg,platinum
21,female,medium,palmar right,Hand_0000567.jpg,platinum
21,female,medium,palmar right,Hand_0000568.jpg,platinum
21,female,medium,palmar right,Hand_0000569.jpg,platinum
21,female,medium,palmar right,Hand_0000570.jpg,platinum
21,female,medium,dorsal left,Hand_0000571.jpg,platinum
21,female,medium,dorsal left,Hand_0000572.jpg,platinum
21,female,medium,dorsal left,Hand_0000574.jpg,platinum
21,female,medium,dorsal left,Hand_0000575.jpg,platinum
21,female,medium,dorsal left,Hand_0000576.jpg,platinum
21,female,medium,dorsal left,Hand_0000577.jpg,platinum
21,female,medium,dorsal left,Hand_0000578.jpg,platinum
21,female,medium,dorsal left,Hand_0000579.jpg,platinum
21,female,medium,dorsal left,Hand_0000580.jpg,platinum
21,female,medium,dorsal left,Hand_0000581.jpg,platinum
21,female,medium,palmar left,Hand_0000582.jpg,platinum
21,female,medium,palmar left,Hand_0000583.jpg,platinum
21,female,medium,palmar left,Hand_0000584.jpg,platinum
21,female,medium,palmar left,Hand_0000585.jpg,platinum
20,female,medium,dorsal left,Hand_0000589.jpg,platinum
20,female,medium,dorsal left,Hand_0000590.jpg,platinum
20,female,medium,dorsal left,Hand_0000591.jpg,platinum
20,female,medium,dorsal left,Hand_0000592.jpg,platinum
20,female,medium,dorsal left,Hand_0000594.jpg,platinum
20,female,medium,dorsal left,Hand_0000595.jpg,platinum
20,female,medium,dorsal left,Hand_0000596.jpg,platinum
20,female,medium,dorsal left,Hand_0000597.jpg,platinum
20,female,medium,dorsal left,Hand_0000598.jpg,platinum
20,female,medium,palmar left,Hand_0000599.jpg,platinum
20,female,medium,palmar left,Hand_0000600.jpg,platinum
20,female,medium,palmar left,Hand_0000602.jpg,platinum
20,female,medium,palmar left,Hand_0000603.jpg,platinum
20,female,medium,palmar left,Hand_0000604.jpg,platinum
20,female,medium,dorsal right,Hand_0000605.jpg,platinum
20,female,medium,dorsal right,Hand_0000606.jpg,platinum
20,female,medium,dorsal right,Hand_0000607.jpg,platinum
20,female,medium,dorsal right,Hand_0000608.jpg,platinum
20,female,medium,dorsal right,Hand_0000609.jpg,platinum
